"day","dish_name","meal_name","ingredient","weight","recipe"
"Dzień 3","Mozzarella zapiekana z papryką i awokado","Kolacja","Awokado","50 g","Pokrój w plastry mozzarellę, awokado i pomidora. Ułóż na przemian na talerzu. Dodaj listki bazylii i przypraw solą i pieprzem. Posyp słonecznik, zapiecz w airfryerze z pieczywem (opcjonalnie)."
"Dzień 3","Mozzarella zapiekana z papryką i awokado","Kolacja","Sól","2 g","Pokrój w plastry mozzarellę, awokado i pomidora. Ułóż na przemian na talerzu. Dodaj listki bazylii i przypraw solą i pieprzem. Posyp słonecznik, zapiecz w airfryerze z pieczywem (opcjonalnie)."
"Dzień 3","Mozzarella zapiekana z papryką i awokado","Kolacja","Pieprz czarny","2.5 g","Pokrój w plastry mozzarellę, awokado i pomidora. Ułóż na przemian na talerzu. Dodaj listki bazylii i przypraw solą i pieprzem. Posyp słonecznik, zapiecz w airfryerze z pieczywem (opcjonalnie)."
"Dzień 3","Mozzarella zapiekana z papryką i awokado","Kolacja","Nasiona słonecznika","5 g","Pokrój w plastry mozzarellę, awokado i pomidora. Ułóż na przemian na talerzu. Dodaj listki bazylii i przypraw solą i pieprzem. Posyp słonecznik, zapiecz w airfryerze z pieczywem (opcjonalnie)."
"Dzień 3","Mozzarella zapiekana z papryką i awokado","Kolacja","Chleb żytni razowy","35 g","Pokrój w plastry mozzarellę, awokado i pomidora. Ułóż na przemian na talerzu. Dodaj listki bazylii i przypraw solą i pieprzem. Posyp słonecznik, zapiecz w airfryerze z pieczywem (opcjonalnie)."
"Dzień 4","Grzanki z serkiem i szynką","Śniadanie","Bułka żytnia","70 g","Zapiecz bułkę, posmaruj masłem i serkiem, dodaj szynkę i warzywa."
"Dzień 4","Grzanki z serkiem i szynką","Śniadanie","Ogórek","50 g","Zapiecz bułkę, posmaruj masłem i serkiem, dodaj szynkę i warzywa."
"Dzień 4","Grzanki z serkiem i szynką","Śniadanie","Serek wiejski lekki","150 g","Zapiecz bułkę, posmaruj masłem i serkiem, dodaj szynkę i warzywa."
"Dzień 4","Grzanki z serkiem i szynką","Śniadanie","Pietruszka natka","12 g","Zapiecz bułkę, posmaruj masłem i serkiem, dodaj szynkę i warzywa."
"Dzień 4","Grzanki z serkiem i szynką","Śniadanie","Szynka z indyka","30 g","Zapiecz bułkę, posmaruj masłem i serkiem, dodaj szynkę i warzywa."
"Dzień 4","Grzanki z serkiem i szynką","Śniadanie","Masło","5 g","Zapiecz bułkę, posmaruj masłem i serkiem, dodaj szynkę i warzywa."
"Dzień 4","Owsianka z malinami i czekoladą","Lunch","Płatki owsiane","40 g","Płatki owsiane wymieszać z siemieniem lnianym/chia. Zalać wrzątkiem, odstawić na 5-10 minut, dodać jogurt, maliny, kawałki czekolady. Posypać cynamonem."
"Dzień 4","Owsianka z malinami i czekoladą","Lunch","Nasiona chia","5 g","Płatki owsiane wymieszać z siemieniem lnianym/chia. Zalać wrzątkiem, odstawić na 5-10 minut, dodać jogurt, maliny, kawałki czekolady. Posypać cynamonem."
"Dzień 4","Owsianka z malinami i czekoladą","Lunch","Malina mrożona","70 g","Płatki owsiane wymieszać z siemieniem lnianym/chia. Zalać wrzątkiem, odstawić na 5-10 minut, dodać jogurt, maliny, kawałki czekolady. Posypać cynamonem."
"Dzień 4","Owsianka z malinami i czekoladą","Lunch","Skyr","150 g","Płatki owsiane wymieszać z siemieniem lnianym/chia. Zalać wrzątkiem, odstawić na 5-10 minut, dodać jogurt, maliny, kawałki czekolady. Posypać cynamonem."
"Dzień 4","Owsianka z malinami i czekoladą","Lunch","Czekolada gorzka 85% kakao","10 g","Płatki owsiane wymieszać z siemieniem lnianym/chia. Zalać wrzątkiem, odstawić na 5-10 minut, dodać jogurt, maliny, kawałki czekolady. Posypać cynamonem."
"Dzień 4","Owsianka z malinami i czekoladą","Lunch","Cynamon mielony","2 g","Płatki owsiane wymieszać z siemieniem lnianym/chia. Zalać wrzątkiem, odstawić na 5-10 minut, dodać jogurt, maliny, kawałki czekolady. Posypać cynamonem."
"Dzień 4","Frytki warzywne w ziołach","Obiad","Marchew","160 g","Warzywa obierz i pokrój w paski. Następnie obsyp solą i ziołami (bazylia, oregano, tymianek). Zapiecz do miękkości w airfryerze."
"Dzień 4","Frytki warzywne w ziołach","Obiad","Seler korzeniowy","260 g","Warzywa obierz i pokrój w paski. Następnie obsyp solą i ziołami (bazylia, oregano, tymianek). Zapiecz do miękkości w airfryerze."
"Dzień 4","Frytki warzywne w ziołach","Obiad","Oliwa z oliwek","13.6 g","Warzywa obierz i pokrój w paski. Następnie obsyp solą i ziołami (bazylia, oregano, tymianek). Zapiecz do miękkości w airfryerze."
"Dzień 4","Frytki warzywne w ziołach","Obiad","Tymianek suszony","2 g","Warzywa obierz i pokrój w paski. Następnie obsyp solą i ziołami (bazylia, oregano, tymianek). Zapiecz do miękkości w airfryerze."
"Dzień 4","Frytki warzywne w ziołach","Obiad","Bazylia","0.5 g","Warzywa obierz i pokrój w paski. Następnie obsyp solą i ziołami (bazylia, oregano, tymianek). Zapiecz do miękkości w airfryerze."
"Dzień 4","Frytki warzywne w ziołach","Obiad","Sól","3 g","Warzywa obierz i pokrój w paski. Następnie obsyp solą i ziołami (bazylia, oregano, tymianek). Zapiecz do miękkości w airfryerze."
"Dzień 4","Pierś z indyka caprese","Obiad","Mięso z piersi indyka","100 g","Przygotuj marynatę do mięsa: wymieszaj 1 łyżkę oleju, zioła, pieprz, sól i sprasowany czosnek. Natrzyj marynatą fileta i odstaw na 20 minut. Przełóż do naczynia żaroodpornego, natnij wzdłuż i w miejscach nacięć włóż na przemian plastry pomidora i mozzarelli. Piecz ok. 20 minut w 180°C. Podawaj z warzywami."
"Dzień 4","Pierś z indyka caprese","Obiad","Oliwa z oliwek","10 g","Przygotuj marynatę do mięsa: wymieszaj 1 łyżkę oleju, zioła, pieprz, sól i sprasowany czosnek. Natrzyj marynatą fileta i odstaw na 20 minut. Przełóż do naczynia żaroodpornego, natnij wzdłuż i w miejscach nacięć włóż na przemian plastry pomidora i mozzarelli. Piecz ok. 20 minut w 180°C. Podawaj z warzywami."
"Dzień 4","Pierś z indyka caprese","Obiad","Pomidor czerwony","170 g","Przygotuj marynatę do mięsa: wymieszaj 1 łyżkę oleju, zioła, pieprz, sól i sprasowany czosnek. Natrzyj marynatą fileta i odstaw na 20 minut. Przełóż do naczynia żaroodpornego, natnij wzdłuż i w miejscach nacięć włóż na przemian plastry pomidora i mozzarelli. Piecz ok. 20 minut w 180°C. Podawaj z warzywami."
"Dzień 4","Pierś z indyka caprese","Obiad","Mozzarella light","60 g","Przygotuj marynatę do mięsa: wymieszaj 1 łyżkę oleju, zioła, pieprz, sól i sprasowany czosnek. Natrzyj marynatą fileta i odstaw na 20 minut. Przełóż do naczynia żaroodpornego, natnij wzdłuż i w miejscach nacięć włóż na przemian plastry pomidora i mozzarelli. Piecz ok. 20 minut w 180°C. Podawaj z warzywami."
"Dzień 4","Pierś z indyka caprese","Obiad","Czosnek surowy","5 g","Przygotuj marynatę do mięsa: wymieszaj 1 łyżkę oleju, zioła, pieprz, sól i sprasowany czosnek. Natrzyj marynatą fileta i odstaw na 20 minut. Przełóż do naczynia żaroodpornego, natnij wzdłuż i w miejscach nacięć włóż na przemian plastry pomidora i mozzarelli. Piecz ok. 20 minut w 180°C. Podawaj z warzywami."
"Dzień 4","Pierś z indyka caprese","Obiad","Sól","0.2 g","Przygotuj marynatę do mięsa: wymieszaj 1 łyżkę oleju, zioła, pieprz, sól i sprasowany czosnek. Natrzyj marynatą fileta i odstaw na 20 minut. Przełóż do naczynia żaroodpornego, natnij wzdłuż i w miejscach nacięć włóż na przemian plastry pomidora i mozzarelli. Piecz ok. 20 minut w 180°C. Podawaj z warzywami."
"Dzień 4","Pierś z indyka caprese","Obiad","Zioła prowansalskie","0.2 g","Przygotuj marynatę do mięsa: wymieszaj 1 łyżkę oleju, zioła, pieprz, sól i sprasowany czosnek. Natrzyj marynatą fileta i odstaw na 20 minut. Przełóż do naczynia żaroodpornego, natnij wzdłuż i w miejscach nacięć włóż na przemian plastry pomidora i mozzarelli. Piecz ok. 20 minut w 180°C. Podawaj z warzywami."
"Dzień 4","Pierś z indyka caprese","Obiad","Pieprz czarny","0.2 g","Przygotuj marynatę do mięsa: wymieszaj 1 łyżkę oleju, zioła, pieprz, sól i sprasowany czosnek. Natrzyj marynatą fileta i odstaw na 20 minut. Przełóż do naczynia żaroodpornego, natnij wzdłuż i w miejscach nacięć włóż na przemian plastry pomidora i mozzarelli. Piecz ok. 20 minut w 180°C. Podawaj z warzywami."
"Dzień 4","Banan","Przekąska","Banan","120 g",""
"Dzień 4","Tortilla z awokado i szynką","Kolacja","Tortilla pełnoziarnista","60 g","Tortilla posmaruj miękkim awokado, dodaj plasterki szynki, pokrojoną paprykę i sałatę. Dopraw wg uznania."
"Dzień 4","Tortilla z awokado i szynką","Kolacja","Awokado","50 g","Tortilla posmaruj miękkim awokado, dodaj plasterki szynki, pokrojoną paprykę i sałatę. Dopraw wg uznania."
"Dzień 4","Tortilla z awokado i szynką","Kolacja","Papryka czerwona słodka","100 g","Tortilla posmaruj miękkim awokado, dodaj plasterki szynki, pokrojoną paprykę i sałatę. Dopraw wg uznania."
"Dzień 4","Tortilla z awokado i szynką","Kolacja","Szynka z indyka","30 g","Tortilla posmaruj miękkim awokado, dodaj plasterki szynki, pokrojoną paprykę i sałatę. Dopraw wg uznania."
"Dzień 4","Tortilla z awokado i szynką","Kolacja","Zioła prowansalskie","1 g","Tortilla posmaruj miękkim awokado, dodaj plasterki szynki, pokrojoną paprykę i sałatę. Dopraw wg uznania."
"Dzień 4","Tortilla z awokado i szynką","Kolacja","Roszponka","25 g","Tortilla posmaruj miękkim awokado, dodaj plasterki szynki, pokrojoną paprykę i sałatę. Dopraw wg uznania."
"Dzień 5","Omlet z malinami i pistacjami","Śniadanie","Jajko","120 g","Jaja rozbij i ubij na płynną postać. Wlej masę na patelnię i smaż pod przykryciem aż do ścięcia jaj. Po usmażeniu polej jogurtem i posyp pistacjami i cynamonem. Na wierzchu połóż maliny."
"Dzień 5","Omlet z malinami i pistacjami","Śniadanie","Malina mrożona","100 g","Jaja rozbij i ubij na płynną postać. Wlej masę na patelnię i smaż pod przykryciem aż do ścięcia jaj. Po usmażeniu polej jogurtem i posyp pistacjami i cynamonem. Na wierzchu połóż maliny."
"Dzień 5","Omlet z malinami i pistacjami","Śniadanie","Pistacje surowe","15 g","Jaja rozbij i ubij na płynną postać. Wlej masę na patelnię i smaż pod przykryciem aż do ścięcia jaj. Po usmażeniu polej jogurtem i posyp pistacjami i cynamonem. Na wierzchu połóż maliny."
"Dzień 5","Omlet z malinami i pistacjami","Śniadanie","Cynamon mielony","2 g","Jaja rozbij i ubij na płynną postać. Wlej masę na patelnię i smaż pod przykryciem aż do ścięcia jaj. Po usmażeniu polej jogurtem i posyp pistacjami i cynamonem. Na wierzchu połóż maliny."
"Dzień 5","Omlet z malinami i pistacjami","Śniadanie","Jogurt naturalny","100 g","Jaja rozbij i ubij na płynną postać. Wlej masę na patelnię i smaż pod przykryciem aż do ścięcia jaj. Po usmażeniu polej jogurtem i posyp pistacjami i cynamonem. Na wierzchu połóż maliny."
"Dzień 5","Omlet z malinami i pistacjami","Śniadanie","Olej rzepakowy","5 g","Jaja rozbij i ubij na płynną postać. Wlej masę na patelnię i smaż pod przykryciem aż do ścięcia jaj. Po usmażeniu polej jogurtem i posyp pistacjami i cynamonem. Na wierzchu połóż maliny."
"Dzień 5","Kanapka pełnoziarnista z awokado i fetą","Lunch","Bułka żytnia","40 g","Chleb razowy obłożyć plastrami awokado, wyłożyć pokruszony ser, pokrojoną paprykę i roszponkę. Można zapiec."
"Dzień 5","Kanapka pełnoziarnista z awokado i fetą","Lunch","Awokado","50 g","Chleb razowy obłożyć plastrami awokado, wyłożyć pokruszony ser, pokrojoną paprykę i roszponkę. Można zapiec."
"Dzień 5","Kanapka pełnoziarnista z awokado i fetą","Lunch","Papryka czerwona słodka","100 g","Chleb razowy obłożyć plastrami awokado, wyłożyć pokruszony ser, pokrojoną paprykę i roszponkę. Można zapiec."
"Dzień 5","Kanapka pełnoziarnista z awokado i fetą","Lunch","Ser feta","40 g","Chleb razowy obłożyć plastrami awokado, wyłożyć pokruszony ser, pokrojoną paprykę i roszponkę. Można zapiec."
"Dzień 5","Kanapka pełnoziarnista z awokado i fetą","Lunch","Zioła prowansalskie","1 g","Chleb razowy obłożyć plastrami awokado, wyłożyć pokruszony ser, pokrojoną paprykę i roszponkę. Można zapiec."
"Dzień 5","Zupa pomidorowa z makaronem ryżowym","Obiad","Pietruszka","40 g","Marchewkę, pietruszkę i pora umyj, obierz i pokrój. Podsmaż warzywa na oliwie. Wrzuć pokrojone świeże pomidory oraz pomidory z puszki. Gotuj aż pomidory się rozpadną. Zalej bulionem/wodą, dodaj liść laurowy i gotuj przez 15-20 minut. Dodaj ugotowane mięso z indyka pokrojone na kawałki. Dodaj ugotowany makaron ryżowy. Dodaj posiekaną natkę pietruszki, dopraw solą i pieprzem."
"Dzień 5","Zupa pomidorowa z makaronem ryżowym","Obiad","Por","50 g","Marchewkę, pietruszkę i pora umyj, obierz i pokrój. Podsmaż warzywa na oliwie. Wrzuć pokrojone świeże pomidory oraz pomidory z puszki. Gotuj aż pomidory się rozpadną. Zalej bulionem/wodą, dodaj liść laurowy i gotuj przez 15-20 minut. Dodaj ugotowane mięso z indyka pokrojone na kawałki. Dodaj ugotowany makaron ryżowy. Dodaj posiekaną natkę pietruszki, dopraw solą i pieprzem."
"Dzień 5","Zupa pomidorowa z makaronem ryżowym","Obiad","Pomidor czerwony","340 g","Marchewkę, pietruszkę i pora umyj, obierz i pokrój. Podsmaż warzywa na oliwie. Wrzuć pokrojone świeże pomidory oraz pomidory z puszki. Gotuj aż pomidory się rozpadną. Zalej bulionem/wodą, dodaj liść laurowy i gotuj przez 15-20 minut. Dodaj ugotowane mięso z indyka pokrojone na kawałki. Dodaj ugotowany makaron ryżowy. Dodaj posiekaną natkę pietruszki, dopraw solą i pieprzem."
"Dzień 5","Zupa pomidorowa z makaronem ryżowym","Obiad","Pietruszka natka","20 g","Marchewkę, pietruszkę i pora umyj, obierz i pokrój. Podsmaż warzywa na oliwie. Wrzuć pokrojone świeże pomidory oraz pomidory z puszki. Gotuj aż pomidory się rozpadną. Zalej bulionem/wodą, dodaj liść laurowy i gotuj przez 15-20 minut. Dodaj ugotowane mięso z indyka pokrojone na kawałki. Dodaj ugotowany makaron ryżowy. Dodaj posiekaną natkę pietruszki, dopraw solą i pieprzem."
"Dzień 5","Zupa pomidorowa z makaronem ryżowym","Obiad","Pomidory w puszce puree","100 g","Marchewkę, pietruszkę i pora umyj, obierz i pokrój. Podsmaż warzywa na oliwie. Wrzuć pokrojone świeże pomidory oraz pomidory z puszki. Gotuj aż pomidory się rozpadną. Zalej bulionem/wodą, dodaj liść laurowy i gotuj przez 15-20 minut. Dodaj ugotowane mięso z indyka pokrojone na kawałki. Dodaj ugotowany makaron ryżowy. Dodaj posiekaną natkę pietruszki, dopraw solą i pieprzem."
"Dzień 5","Zupa pomidorowa z makaronem ryżowym","Obiad","Oliwa z oliwek","5 g","Marchewkę, pietruszkę i pora umyj, obierz i pokrój. Podsmaż warzywa na oliwie. Wrzuć pokrojone świeże pomidory oraz pomidory z puszki. Gotuj aż pomidory się rozpadną. Zalej bulionem/wodą, dodaj liść laurowy i gotuj przez 15-20 minut. Dodaj ugotowane mięso z indyka pokrojone na kawałki. Dodaj ugotowany makaron ryżowy. Dodaj posiekaną natkę pietruszki, dopraw solą i pieprzem."
"Dzień 5","Zupa pomidorowa z makaronem ryżowym","Obiad","Makaron ryżowy","40 g","Marchewkę, pietruszkę i pora umyj, obierz i pokrój. Podsmaż warzywa na oliwie. Wrzuć pokrojone świeże pomidory oraz pomidory z puszki. Gotuj aż pomidory się rozpadną. Zalej bulionem/wodą, dodaj liść laurowy i gotuj przez 15-20 minut. Dodaj ugotowane mięso z indyka pokrojone na kawałki. Dodaj ugotowany makaron ryżowy. Dodaj posiekaną natkę pietruszki, dopraw solą i pieprzem."
"Dzień 5","Zupa pomidorowa z makaronem ryżowym","Obiad","Liść laurowy","2 g","Marchewkę, pietruszkę i pora umyj, obierz i pokrój. Podsmaż warzywa na oliwie. Wrzuć pokrojone świeże pomidory oraz pomidory z puszki. Gotuj aż pomidory się rozpadną. Zalej bulionem/wodą, dodaj liść laurowy i gotuj przez 15-20 minut. Dodaj ugotowane mięso z indyka pokrojone na kawałki. Dodaj ugotowany makaron ryżowy. Dodaj posiekaną natkę pietruszki, dopraw solą i pieprzem."
"Dzień 5","Zupa pomidorowa z makaronem ryżowym","Obiad","Mięso z piersi indyka","150 g","Marchewkę, pietruszkę i pora umyj, obierz i pokrój. Podsmaż warzywa na oliwie. Wrzuć pokrojone świeże pomidory oraz pomidory z puszki. Gotuj aż pomidory się rozpadną. Zalej bulionem/wodą, dodaj liść laurowy i gotuj przez 15-20 minut. Dodaj ugotowane mięso z indyka pokrojone na kawałki. Dodaj ugotowany makaron ryżowy. Dodaj posiekaną natkę pietruszki, dopraw solą i pieprzem."
"Dzień 5","Zupa pomidorowa z makaronem ryżowym","Obiad","Cebula","50 g","Marchewkę, pietruszkę i pora umyj, obierz i pokrój. Podsmaż warzywa na oliwie. Wrzuć pokrojone świeże pomidory oraz pomidory z puszki. Gotuj aż pomidory się rozpadną. Zalej bulionem/wodą, dodaj liść laurowy i gotuj przez 15-20 minut. Dodaj ugotowane mięso z indyka pokrojone na kawałki. Dodaj ugotowany makaron ryżowy. Dodaj posiekaną natkę pietruszki, dopraw solą i pieprzem."
"Dzień 5","Jabłko","Przekąska","Jabłko","150 g",""
"Dzień 5","Zapiekana mozzarella z pomidorkami","Kolacja","Mozzarella light","60 g","Chleb, plastry sera z pomidorkami przeciętymi na pół zgrillować/zapiec w airfryerze. Podać z musztardą i grzanką. Doprawić, posypać natką."
"Dzień 5","Zapiekana mozzarella z pomidorkami","Kolacja","Pomidorki koktajlowe","100 g","Chleb, plastry sera z pomidorkami przeciętymi na pół zgrillować/zapiec w airfryerze. Podać z musztardą i grzanką. Doprawić, posypać natką."
"Dzień 5","Zapiekana mozzarella z pomidorkami","Kolacja","Sok z cytryny","3 g","Chleb, plastry sera z pomidorkami przeciętymi na pół zgrillować/zapiec w airfryerze. Podać z musztardą i grzanką. Doprawić, posypać natką."
"Dzień 5","Zapiekana mozzarella z pomidorkami","Kolacja","Pietruszka natka","12 g","Chleb, plastry sera z pomidorkami przeciętymi na pół zgrillować/zapiec w airfryerze. Podać z musztardą i grzanką. Doprawić, posypać natką."
"Dzień 5","Zapiekana mozzarella z pomidorkami","Kolacja","Papryka czerwona słodka","150 g","Chleb, plastry sera z pomidorkami przeciętymi na pół zgrillować/zapiec w airfryerze. Podać z musztardą i grzanką. Doprawić, posypać natką."
"Dzień 5","Zapiekana mozzarella z pomidorkami","Kolacja","Chleb żytni razowy","35 g","Chleb, plastry sera z pomidorkami przeciętymi na pół zgrillować/zapiec w airfryerze. Podać z musztardą i grzanką. Doprawić, posypać natką."
"Dzień 5","Zapiekana mozzarella z pomidorkami","Kolacja","Musztarda francuska łagodna","10 g","Chleb, plastry sera z pomidorkami przeciętymi na pół zgrillować/zapiec w airfryerze. Podać z musztardą i grzanką. Doprawić, posypać natką."
"Dzień 6","Grzanki z serkiem śmietankowym, rzodkiewką i ogórkiem","Śniadanie","Chleb żytni razowy","70 g","Kromki chleba zapiec w piekarniku lub tosterze aby były chrupkie. Rozsmarować serek, dodać szynkę i warzywa plus szczypiorek."
"Dzień 6","Grzanki z serkiem śmietankowym, rzodkiewką i ogórkiem","Śniadanie","Twaróg śmietankowy","100 g","Kromki chleba zapiec w piekarniku lub tosterze aby były chrupkie. Rozsmarować serek, dodać szynkę i warzywa plus szczypiorek."
"Dzień 6","Grzanki z serkiem śmietankowym, rzodkiewką i ogórkiem","Śniadanie","Ogórek","100 g","Kromki chleba zapiec w piekarniku lub tosterze aby były chrupkie. Rozsmarować serek, dodać szynkę i warzywa plus szczypiorek."
"Dzień 6","Grzanki z serkiem śmietankowym, rzodkiewką i ogórkiem","Śniadanie","Rzodkiewka","30 g","Kromki chleba zapiec w piekarniku lub tosterze aby były chrupkie. Rozsmarować serek, dodać szynkę i warzywa plus szczypiorek."
"Dzień 6","Grzanki z serkiem śmietankowym, rzodkiewką i ogórkiem","Śniadanie","Szczypiorek","5 g","Kromki chleba zapiec w piekarniku lub tosterze aby były chrupkie. Rozsmarować serek, dodać szynkę i warzywa plus szczypiorek."
"Dzień 6","Grzanki z serkiem śmietankowym, rzodkiewką i ogórkiem","Śniadanie","Szynka z indyka","15 g","Kromki chleba zapiec w piekarniku lub tosterze aby były chrupkie. Rozsmarować serek, dodać szynkę i warzywa plus szczypiorek."
"Dzień 6","Owsianka gruszkowa z cynamonem i orzechami","Lunch","Jogurt naturalny","100 g","Płatki zalać wrzątkiem, odstawić do nasiąknięcia. Dodać pokrojone owoce i resztę składników, wymieszać."
"Dzień 6","Owsianka gruszkowa z cynamonem i orzechami","Lunch","Płatki owsiane","30 g","Płatki zalać wrzątkiem, odstawić do nasiąknięcia. Dodać pokrojone owoce i resztę składników, wymieszać."
"Dzień 6","Owsianka gruszkowa z cynamonem i orzechami","Lunch","Pasta orzechowa","15 g","Płatki zalać wrzątkiem, odstawić do nasiąknięcia. Dodać pokrojone owoce i resztę składników, wymieszać."
"Dzień 6","Owsianka gruszkowa z cynamonem i orzechami","Lunch","Gruszka","130 g","Płatki zalać wrzątkiem, odstawić do nasiąknięcia. Dodać pokrojone owoce i resztę składników, wymieszać."
"Dzień 6","Owsianka gruszkowa z cynamonem i orzechami","Lunch","Cynamon mielony","2 g","Płatki zalać wrzątkiem, odstawić do nasiąknięcia. Dodać pokrojone owoce i resztę składników, wymieszać."
"Dzień 6","Mizeria","Obiad","Ogórek","100 g","Ogórki obrać i zetrzeć na tarce lub pokroić w cienkie plasterki. Przygotować sos z oliwy, soku z cytryny, jogurtu i przypraw. Wymieszać całość z posiekanym koperkiem."
"Dzień 6","Mizeria","Obiad","Koper","20 g","Ogórki obrać i zetrzeć na tarce lub pokroić w cienkie plasterki. Przygotować sos z oliwy, soku z cytryny, jogurtu i przypraw. Wymieszać całość z posiekanym koperkiem."
"Dzień 6","Mizeria","Obiad","Oliwa z oliwek","5 g","Ogórki obrać i zetrzeć na tarce lub pokroić w cienkie plasterki. Przygotować sos z oliwy, soku z cytryny, jogurtu i przypraw. Wymieszać całość z posiekanym koperkiem."
"Dzień 6","Mizeria","Obiad","Sok z cytryny","3 g","Ogórki obrać i zetrzeć na tarce lub pokroić w cienkie plasterki. Przygotować sos z oliwy, soku z cytryny, jogurtu i przypraw. Wymieszać całość z posiekanym koperkiem."
"Dzień 6","Mizeria","Obiad","Jogurt naturalny","100 g","Ogórki obrać i zetrzeć na tarce lub pokroić w cienkie plasterki. Przygotować sos z oliwy, soku z cytryny, jogurtu i przypraw. Wymieszać całość z posiekanym koperkiem."
"Dzień 6","Mizeria","Obiad","Sól","0.4 g","Ogórki obrać i zetrzeć na tarce lub pokroić w cienkie plasterki. Przygotować sos z oliwy, soku z cytryny, jogurtu i przypraw. Wymieszać całość z posiekanym koperkiem."
"Dzień 6","Mizeria","Obiad","Pieprz czarny","0.4 g","Ogórki obrać i zetrzeć na tarce lub pokroić w cienkie plasterki. Przygotować sos z oliwy, soku z cytryny, jogurtu i przypraw. Wymieszać całość z posiekanym koperkiem."
"Dzień 6","Frytki z marchewki w ziołach","Obiad","Bazylia suszona","2 g","Pokrój marchewki w słupki. Skrop oliwą. Całość przypraw i wymieszaj. Nagrzej piekarnik do 200 st. Piecz 30 min."
"Dzień 6","Frytki z marchewki w ziołach","Obiad","Oregano suszone","2 g","Pokrój marchewki w słupki. Skrop oliwą. Całość przypraw i wymieszaj. Nagrzej piekarnik do 200 st. Piecz 30 min."
"Dzień 6","Frytki z marchewki w ziołach","Obiad","Papryka słodka mielona","4 g","Pokrój marchewki w słupki. Skrop oliwą. Całość przypraw i wymieszaj. Nagrzej piekarnik do 200 st. Piecz 30 min."
"Dzień 6","Frytki z marchewki w ziołach","Obiad","Sól","6 g","Pokrój marchewki w słupki. Skrop oliwą. Całość przypraw i wymieszaj. Nagrzej piekarnik do 200 st. Piecz 30 min."
"Dzień 6","Frytki z marchewki w ziołach","Obiad","Pieprz czarny","2 g","Pokrój marchewki w słupki. Skrop oliwą. Całość przypraw i wymieszaj. Nagrzej piekarnik do 200 st. Piecz 30 min."
"Dzień 6","Frytki z marchewki w ziołach","Obiad","Marchew","80 g","Pokrój marchewki w słupki. Skrop oliwą. Całość przypraw i wymieszaj. Nagrzej piekarnik do 200 st. Piecz 30 min."
"Dzień 6","Frytki z marchewki w ziołach","Obiad","Pietruszka","80 g","Pokrój marchewki w słupki. Skrop oliwą. Całość przypraw i wymieszaj. Nagrzej piekarnik do 200 st. Piecz 30 min."
"Dzień 6","Burger pietruszkowy","Obiad","Wołowina mielona","150 g","Mięso wymieszaj z posiekaną natką, czosnkiem, dopraw wg uznania. Uformuj burgera i upiecz do miękkości w airfryerze. Podaj z warzywami i mizerią."
"Dzień 6","Burger pietruszkowy","Obiad","Pietruszka natka","12 g","Mięso wymieszaj z posiekaną natką, czosnkiem, dopraw wg uznania. Uformuj burgera i upiecz do miękkości w airfryerze. Podaj z warzywami i mizerią."
"Dzień 6","Burger pietruszkowy","Obiad","Czosnek surowy","5 g","Mięso wymieszaj z posiekaną natką, czosnkiem, dopraw wg uznania. Uformuj burgera i upiecz do miękkości w airfryerze. Podaj z warzywami i mizerią."
"Dzień 6","Cynamonowy skyr z kiwi","Przekąska","Skyr","150 g","Jogurt wymieszaj z kiwi i cynamonem."
"Dzień 6","Cynamonowy skyr z kiwi","Przekąska","Kiwi","70 g","Jogurt wymieszaj z kiwi i cynamonem."
"Dzień 6","Cynamonowy skyr z kiwi","Przekąska","Cynamon mielony","1 g","Jogurt wymieszaj z kiwi i cynamonem."
"Dzień 6","Sałatka z pomidorkami i słonecznikiem","Kolacja","Pomidorki koktajlowe","120 g","Pomidora/pomidorki pokrój w ósemki, cebulę w półksiężyce. Wymieszaj razem z oliwą, słonecznikiem i ulubionymi przyprawami. Podaj z serkiem, opcjonalnie dołóż pieczywo."
"Dzień 6","Sałatka z pomidorkami i słonecznikiem","Kolacja","Zioła prowansalskie","3 g","Pomidora/pomidorki pokrój w ósemki, cebulę w półksiężyce. Wymieszaj razem z oliwą, słonecznikiem i ulubionymi przyprawami. Podaj z serkiem, opcjonalnie dołóż pieczywo."
"Dzień 6","Sałatka z pomidorkami i słonecznikiem","Kolacja","Oliwa z oliwek","5 g","Pomidora/pomidorki pokrój w ósemki, cebulę w półksiężyce. Wymieszaj razem z oliwą, słonecznikiem i ulubionymi przyprawami. Podaj z serkiem, opcjonalnie dołóż pieczywo."
"Dzień 6","Sałatka z pomidorkami i słonecznikiem","Kolacja","Nasiona słonecznika","10 g","Pomidora/pomidorki pokrój w ósemki, cebulę w półksiężyce. Wymieszaj razem z oliwą, słonecznikiem i ulubionymi przyprawami. Podaj z serkiem, opcjonalnie dołóż pieczywo."
"Dzień 6","Sałatka z pomidorkami i słonecznikiem","Kolacja","Bazylia","2 g","Pomidora/pomidorki pokrój w ósemki, cebulę w półksiężyce. Wymieszaj razem z oliwą, słonecznikiem i ulubionymi przyprawami. Podaj z serkiem, opcjonalnie dołóż pieczywo."
"Dzień 6","Serek wiejski lekki","Kolacja","Serek wiejski lekki","150 g",""
